840 414
726 0
462 0
198 0
1386 0
198 0
462 0
848 66
594 0
66 0
2470 588
462 0
396 0
660 0
924 66
396 0
980 66
2178 66
594 0
1452 0
594 0
858 0
792 0
264 0
1310 66
4290 66
660 0
330 0
594 0
594 0
330 0
594 0
462 0
330 0
3036 66
1046 66
2564 66
330 0
1122 0
914 66
462 0
330 0
1584 0
990 0
462 0
2556 546
1706 66
528 0
792 0
924 66
452 66
1452 327
132 0
3290 198
528 0
1848 0
660 0
1254 0
2772 66
726 0
1848 0
1518 0
198 0
2828 66
5138 66
990 66
726 0
132 0
132 0
924 0
990 0
528 0
650 66
1452 0
774 546
594 0
1188 66
1254 0
990 0
1518 0
330 0
2838 66
2970 66
330 0
584 66
2838 66
858 0
726 0
462 0
2310 0
6448 198
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
264 66
1122 0
2046 0
518 66
2490 612
1310 66
924 0
660 0
3950 132
792 66
2036 132
528 0
858 0
462 0
1310 66
264 0
518 132
1782 0
2630 66
1584 0
330 0
914 66
1980 0
3234 0
2300 66
396 0
528 0
858 0
1452 0
1706 66
4592 612
2772 0
3138 198
990 132
1584 0
1254 0
1254 0
1056 66
528 0
396 0
1904 132
264 0
726 0
660 0
1508 132
2838 0
1254 0
2376 66
726 0
990 0
924 0
1914 0
518 66
1310 66
924 0
518 66
594 0
396 0
650 66
1244 66
1310 66
1954 546
1772 132
1650 66
792 0
726 66
726 0
782 66
2904 66
1574 66
980 66
5732 132
914 66
1386 66
792 0
1452 0
2310 0
726 0
1056 0
2498 66
584 66
734 612
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1812 402
1112 66
1452 0
264 0
330 0
1386 0
3356 66
396 0
3280 132
1650 0
1650 0
396 0
2904 66
462 0
396 0
1518 0
1452 0
462 0
462 66
528 0
792 0
