229 198
132 54
366660 53707
63556 48736
0 0
475779 67899
4291 8288
3962 13833
0 0
66 0
0 0
0 0
0 0
394 867
0 0
0 0
1176 2557
3307 2363
0 0
0 0
198 54
132 54
487 329
0 0
66 0
0 0
5774 2963
83504 51361
455 1294
0 0
0 66
0 0
0 0
0 0
60 0
0 0
0 0
0 0
1359 2270
0 0
0 0
0 0
0 0
0 0
120 108
461221 40659
0 0
0 0
5760 21302
0 0
2210 843
0 0
0 0
763 1047
0 0
0 0
0 0
0 0
470 303
0 0
0 0
849 874
132 54
26345 24270
0 0
470 303
56586 29174
0 0
0 0
1429 2688
0 0
0 0
326 276
779 925
12863 1474
0 0
0 0
66 66
0 0
0 0
0 0
734 1105
0 0
0 0
0 0
132 54
1206 1616
0 0
0 0
0 0
1358 264
83547 53721
0 0
456 108
0 0
0 0
66 0
0 0
0 0
126 0
0 0
0 0
0 0
66 0
0 0
0 0
0 0
16935 5487
472 303
0 0
930 2367
0 0
0 0
0 0
324 1476
1365 162
848 923
132 54
0 0
0 0
0 0
508 330
258 198
0 0
82050 50339
0 0
701 474
472 303
0 0
0 0
0 0
0 0
0 0
0 0
4367 3710
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1062 1042
643 474
66 0
0 0
0 0
14658 7513
0 0
0 0
0 0
0 0
102899 62979
0 0
0 0
0 0
0 0
0 0
335604 8068
136754 25232
0 0
0 0
4981 24098
0 0
470 303
252 240
0 0
126 54
66 0
536 843
0 0
0 0
0 0
1323 216
0 0
0 0
0 0
0 0
0 0
0 0
0 0
806 641
0 0
0 0
0 0
0 0
138921 55559
1011 1477
0 0
0 0
0 0
0 0
535 1476
0 0
0 66
0 0
0 0
0 0
0 66
66 0
132 1348
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1974 2225
0 0
0 0
0 0
536 846
0 0
0 0
0 0
0 0
1805 495
0 0
0 0
0 0
0 0
0 0
0 0
0 0
1127 1752
0 0
0 0
0 0
0 0
0 0
0 0
83061 52120
132 0
0 0
0 0
0 0
643 474
0 0
0 0
0 0
536 1597
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
654 396
0 0
0 0
600 880
0 0
0 0
965 1507
66 0
0 0
0 0
0 0
0 0
0 0
1383 216
841 695
0 0
0 0
0 0
