132 132
0 0
332778 18532
0 0
0 0
0 0
0 0
986 600
0 0
0 0
4581 3577
0 0
0 0
0 0
172121 11318
0 0
58034 2508
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
678 1074
330 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
132 66
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
264 54
0 0
60 0
0 0
0 0
0 0
66 0
0 0
0 0
0 0
0 0
0 0
0 0
1774 832
519303 34612
27821 3482
0 0
0 0
0 0
0 0
0 0
0 0
0 0
148 264
0 0
0 0
0 0
0 66
0 0
0 0
0 0
1257 452
0 0
0 0
579739 27883
132 198
0 0
0 0
0 0
0 0
0 0
0 0
66 0
0 0
0 0
0 0
396 282
132 54
0 0
0 0
591466 30822
1517 2473
2077 3616
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 66
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
66 0
198 186
0 0
0 0
0 0
198 0
396 108
0 0
0 0
0 0
0 0
0 0
0 0
0 66
0 0
0 0
0 0
0 66
0 0
0 66
0 0
0 0
0 0
2010 5059
21849 13031
66 0
0 0
132 54
2691 5823
0 0
66 0
0 0
66 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
462 216
66 0
0 0
198 186
0 0
0 0
0 0
0 0
66 0
132 198
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
198 54
0 0
66 0
0 0
132 54
0 0
0 0
0 0
0 0
66 0
198 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
198 54
0 0
66 0
0 0
132 54
0 0
0 0
0 0
0 0
0 0
66 0
246 54
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
198 108
0 0
66 0
0 0
0 0
132 54
0 0
0 0
0 0
0 0
66 0
0 0
66 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
198 54
0 0
66 0
0 0
132 54
0 0
0 0
0 0
0 0
0 0
66 0
66 0
1734 452
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
0 0
